"Report_Name"	"Title Master Report"
"Report_ID"	"TR"
"Release"	"5"
"Institution_Name"	"Stanford University"
"Institution_ID"	"rsc:2472"
"Metric_Types"	"Searches_Automated; Searches_Federated; Searches_Regular; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Title_Investigations; Limit_Exceeded; No_License"
"Report_Filters"	""
"Report_Attributes"	"Attributes_To_Show=YOP|Data_Type|Access_Type|Access_Method"
"Exceptions"	""
"Reporting_Period"	"Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created"	"2018-08-22"
"Created_By"	"MPS"

"Title"	"Publisher"	"Publisher_ID"	"Platform"	"DOI"	"Proprietary_ID"	"ISBN"	"Print_ISSN"	"Online_ISSN"	"URI"	"Data_Type"	"Section_Type"	"YOP"	"Access_Type"	"Access_Method"	"Metric_Type"	"Reporting_Period_Total"	"Jan-2018"	"Feb-2018"	"Mar-2018"	"Apr-2018"	"May-2018"	"Jun-2018"
"Organic Synthesis using Samarium Diiodide: A Practical Guide"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849730754"	""	"978-1-84973-075-4"	"978-1-84755-110-8"	""	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Organic Synthesis using Samarium Diiodide: A Practical Guide"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849730754"	""	"978-1-84973-075-4"	"978-1-84755-110-8"	""	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Organic Synthesis using Samarium Diiodide: A Practical Guide"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849730754"	""	"978-1-84973-075-4"	"978-1-84755-110-8"	""	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"X-Ray Free Electron Lasers: Applications in Materials, Chemistry and Biology"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782624097"	""	"978-1-78262-409-7"	"978-1-84973-100-3"	"2044-0782"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Green Trends in Insect Control"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849732901"	""	"978-1-84973-290-1"	"978-1-84973-149-2"	"1757-7047"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Janus Particle Synthesis, Self-Assembly and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735100"	""	"978-1-84973-510-0"	"978-1-84973-423-3"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Innovations in Biomolecular Modeling and Simulations 2"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849735056"	""	"978-1-84973-505-6"	"978-1-84973-462-2"	"1757-7160"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"8"	"0"	"0"	"0"	"0"	"0"	"8"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"8"	"0"	"0"	"0"	"0"	"0"	"8"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Magnetorheology: Advances and Applications"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781849737548"	""	"978-1-84973-754-8"	"978-1-84973-667-1"	"2046-0074"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Boron: Sensing, Synthesis and Supramolecular Self-Assembly"	"Royal Society of Chemistry"	""	"RSC eBooks"	"10.1039/9781782622123"	""	"978-1-78262-212-3"	"978-1-84973-674-9"	"2041-7144"	""	"Book"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Analytical Proceedings including Analytical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0144-557X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"245"	"0"	"0"	"0"	"0"	"0"	"245"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"53"	"0"	"0"	"0"	"0"	"0"	"53"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"232"	"0"	"0"	"0"	"0"	"0"	"232"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"52"	"0"	"0"	"0"	"0"	"0"	"52"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"216"	"0"	"0"	"0"	"0"	"0"	"216"
"RSC Journals Archive 1841-1996"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	""	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"46"	"0"	"0"	"0"	"0"	"0"	"46"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"246"	"0"	"0"	"0"	"0"	"0"	"246"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"158"	"0"	"0"	"0"	"0"	"0"	"158"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"212"	"0"	"0"	"0"	"0"	"0"	"212"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"129"	"0"	"0"	"0"	"0"	"0"	"129"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"182"	"0"	"0"	"0"	"0"	"0"	"182"
"The Analyst"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5528/1876"	""	""	"0003-2654"	"1364-5528"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"112"	"0"	"0"	"0"	"0"	"0"	"112"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"74"	"0"	"0"	"0"	"0"	"0"	"74"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"40"	"0"	"0"	"0"	"0"	"0"	"40"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"67"	"0"	"0"	"0"	"0"	"0"	"67"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"36"	"0"	"0"	"0"	"0"	"0"	"36"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"58"	"0"	"0"	"0"	"0"	"0"	"58"
"Analytical Methods"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1759-9679/2009"	""	""	"1759-9660"	"1759-9679"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"30"	"0"	"0"	"0"	"0"	"0"	"30"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"94"	"0"	"0"	"0"	"0"	"0"	"94"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"55"	"0"	"0"	"0"	"0"	"0"	"55"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"83"	"0"	"0"	"0"	"0"	"0"	"83"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"46"	"0"	"0"	"0"	"0"	"0"	"46"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"71"	"0"	"0"	"0"	"0"	"0"	"71"
"Biomaterials Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2047-4849/2013"	""	""	"2047-4830"	"2047-4849"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"37"	"0"	"0"	"0"	"0"	"0"	"37"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Chemical Communications (London)"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0009-241X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society D: Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0577-6171"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"70"	"0"	"0"	"0"	"0"	"0"	"70"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"59"	"0"	"0"	"0"	"0"	"0"	"59"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"62"	"0"	"0"	"0"	"0"	"0"	"62"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"52"	"0"	"0"	"0"	"0"	"0"	"52"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"62"	"0"	"0"	"0"	"0"	"0"	"62"
"Journal of the Chemical Society, Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0022-4936"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"52"	"0"	"0"	"0"	"0"	"0"	"52"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Journal of the Chemical Society, Abstracts"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0590-9791"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1776"	"0"	"0"	"0"	"0"	"0"	"1776"
